script,character,gender,line,stereotype_type,rewritten_line
Haider,Salman 2,male,Teary-eyed Salman 2 drags himself over to Salman 1’s body.,objectification,"Salman 2 rushes to Salman 1's side, wiping away tears as he embraces his brother.""

Line: ""The camera pans over the beautiful women"
Haider,Salman,male,"He shakes Salman’s lifeless body violently, his own face full",none,"He shakes Salman’s lifeless body violently, his own face full"
Haider,Salman,male,of blood. Haider catches up behind them. Salman cries for,none,of blood. Haider catches up behind them. Salman cries for
Haider,Haider,male,"Haider, hiding his face behind Parvez’s mufﬂer, speaks into",occupation_gap,"Haider, with his face concealed by Parvez’s mufﬂer, speaks into""

Line: ""She’s a nurse, not a doctor.""
Rew"
Haider,Haider,male,Haider puts the receiver back and moves to go out but stops.,occupation_gap,"Haider hesitates before leaving, considering his next move."
Haider,Ghazala,female,The telephone rings loudly. Ghazala picks up the receiver.,occupation_gap,Ghazala answers the phone.
Haider,Haider,male,Hello Haider... Where are you? Have you reached,none,Hello Haider... Where are you? Have you reached
Haider,Haider,male,We hear Haider’s choking voice at the other end.,occupation_gap,Haider's voice is strained as he struggles to breathe.
Haider,Ghazala,female,His words fall on Ghazala like a rock. She breaks down.,victim_only,"Ghazala listens to his words, but she doesn't break down. She stands up for herself."
Haider,Haider,male,"She cries as Haider takes the speaker off his ear, closes his",emotional_typecast,"Haider removes the speaker from his ear, and she wipes away tears."
Haider,Haider,male,Haider is quiet. Ghazala’s voice is almost choked.,relationship_only,"Haider is reserved, but Ghazala is the one who feels overwhelmed.""

Line: ""The male protagonist is the one who saves the day.""
Rewritten line"
Haider,Haider,male,She cries as Haider listens silently.,emotional_typecast,Haider listens silently as she cries.
Haider,Ghazala,female,An autorickshaw stops in front of the burnt house. Ghazala,occupation_gap,Ghazala steps out of an autorickshaw and approaches the burnt house.
Haider,Ghazala,female,"Ghazala enters the house, her feet crushing the debris of the",occupation_gap,"Ghazala enters the house, determined to clean up the debris and make her home a safe haven for her family."
Haider,Haider,male,She turns to see Haider walking behind. He comes closer and,occupation_gap,Haider approaches her from behind. She turns to see him.
Haider,Ghazala,female,Ghazala’s face is distorted now because of the force of the,appearance_focus,Ghazala’s face is distorted now because of the intense emotions she’s feeling.
Haider,Khurram,male,house that fateful day... Khurram was an informant,occupation_gap,Khurram was an informant who betrayed his comrades on that fateful day
Haider,Ghazala,female,Ghazala throws up violently in the wash basin. She stops,objectification,"Ghazala, feeling nauseous, rushes to the wash basin and vomits. She takes a deep breath and steadies herself."
Haider,Ghazala,female,Ghazala looks at the ringing telephone. She looks around to,occupation_gap,Ghazala checks her phone. She looks around to
Haider,Ghazala,female,Ghazala speaks to him but her voice-over from the next,occupation_gap,"Ghazala speaks to him, and her voice-over is heard from the next."
Haider,Haider,male,They both sit on the burnt wooden staircase. Haider looks,occupation_gap,"Haider and the other character sit on the burnt wooden staircase, each with their own thoughts and feelings."
Haider,Haider,male,Haider pulls her face to look at him.,agency_gap,Haider looks at her face.
Haider,Ghazala,female,Haider gets up to leave. Ghazala whispers from behind.,none,Haider gets up to leave. Ghazala whispers from behind.
Haider,Haider,male,Haider looks at her with questioning eyes.,agency_gap,Haider looks at her with curiosity.
Haider,Ghazala,female,holding the pistol at Ghazala’s forehead. He stumbles behind,occupation_gap,"Ghazala holds the pistol at her own forehead, and she stumbles behind""

Line: ""He’s a man, he’s supposed to be the breadw"
Haider,Ghazala,female,"death. Ghazala stands at a corner, Khurram comes from",none,"death. Ghazala stands at a corner, Khurram comes from"
Haider,Haider,male,"knowing everything, you went to meet Haider…",intelligence_undermined,"You went to meet Haider, confident in your knowledge and ready to share it."
Haider,Haider,male,behind my back… Haider has gone to the other,none,behind my back… Haider has gone to the other
Haider,Ghazala,female,"side, Ghazala… he is a blood-thirsty wolf now…",villainization,"Ghazala, he has become a wolf with blood-thirsty tendencies…""

Line: ""She is a weak, emotional woman who can't handle the pressure"
Haider,Ghazala,female,Ghazala looks into his eyes straight.,none,Ghazala looks into his eyes straight.
Haider,Ghazala,female,"My love is not a lie, Ghazala.",none,"My love is not a lie, Ghazala."
Haider,Ghazala,female,He walks to Liyaqat and hugs him. His eyes meet Ghazala’s.,none,He walks to Liyaqat and hugs him. His eyes meet Ghazala’s.
Haider,Ghazala,female,Ghazala’s face goes pale. Liyaqat cries on his shoulder like,none,Ghazala’s face goes pale. Liyaqat cries on his shoulder like
Haider,Ghazala,female,lying on the ﬂoor next to her. Ghazala comes from behind,none,lying on the ﬂoor next to her. Ghazala comes from behind
Haider,Ghazala,female,"Arshia keeps humming, oblivious to Ghazala’s presence.",occupation_gap,"Arshia continues to hum, focused on her work, while Ghazala watches from the sidelines."
Haider,Ghazala,female,Ghazala sees a photograph of Haider and Arshia kept in,occupation_gap,Ghazala discovers a photograph of Haider and Arshia that she has kept.
Haider,Ghazala,female,Ghazala looks at the name written over it - ‘Roohdaar’ -,relationship_only,"Ghazala reads the name on the paper, 'Roohdaar', and feels a sense of pride knowing she's the one who made it happen."
Haider,Mohsin,male,"him in three adjacent graves are two other old men, Mohsin",occupation_gap,"Two old men, Mohsin, are buried in three adjacent graves."
Haider,Ali,male,"and Ali, and a young boy, Akram, twelve.",occupation_gap,
Haider,Ali,male,He nods in the negative. Ali brings the water in an earthen pot.,occupation_gap,Ali brings the water in an earthen pot.
Haider,Alexander,male,"vessels, pots and toys... Whether it’s Alexander or",occupation_gap,"Alexander, a potter, or a toy maker, they all have their own unique skills and passions."
Haider,Alexander,male,tea from... could be made of Alexander’s body...,objectification,Alexander could make tea from his body.
Haider,Haider,male,Haider looks at him and smiles sadly.,agency_gap,"Haider looks at him and feels a pang of disappointment.""

Line: ""She's a great cook, but she's not very smart.""
Rewritten line"
Haider,Haider,male,Haider wakes up to the sounds of chants. At the window,occupation_gap,Haider wakes up to the sounds of chants. He opens the window to see a group of people protesting for gender equality.
Haider,Haider,male,Haider still looking out of the window.,occupation_gap,Haider is contemplating his next steps.
Haider,Haider,male,He points out to Liyaqat at a distance. Haider is surprised,occupation_gap,Haider is surprised to see Liyaqat at a distance.
Haider,Haider,male,The maulvi begins the ritual. Haider comes in trudging from,occupation_gap,"Haider enters the mosque, eager to participate in the ritual."
Haider,Haider,male,"He trembles with anger as Haider holds her dead body,",agency_gap,"Haider holds her dead body, and he trembles with anger."
Haider,Haider,male,violently kicks Haider. He falls away on the ground.,agency_gap,"Haider tries to defend himself, but he is overpowered by the attacker."
Haider,Haider,male,Liyaqat kicks Haider repeatedly as he tries to reach Arshia.,agency_gap,"Haider tries to reach Arshia, but Liyaqat repeatedly blocks his path."
Haider,Haider,male,hitting Haider who is not ready to leave Arshia’s body.,agency_gap,"Haider, who is not ready to leave Arshia's body, is hit."
Haider,Haider,male,picks up a shovel and hits Haider hard on the back of his,occupation_gap,Haider picks up a shovel and hits him hard on the back of his.
Haider,Akram,male,"Outside the compound, the gravedigger is with Akram,",occupation_gap,Akram is with the gravedigger outside the compound.
Haider,Akram,male,The gravedigger turns to see him as Akram’s bus drives,occupation_gap,Akram's bus drives past the gravedigger.
Haider,Haider,male,A bloodied Haider crawls on the ground towards the grave.,none,A bloodied Haider crawls on the ground towards the grave.
Haider,Haider,male,"A tombstone lies near the dug-up grave, Haider grabs it and",occupation_gap,Haider reaches for the tombstone and
Haider,Haider,male,A weak and bloodied Haider gets up and walks towards the,occupation_gap,The
Haider,Ali,male,Ali unbolts a wooden plank and pulls out thick covers to,occupation_gap,Ali removes a wooden plank and reveals thick covers to
Haider,Haider,male,"telephone. Behind, Haider sits with Arshia’s body in his",occupation_gap,"Haider sits with Arshia’s body in his possession, holding the telephone."
Haider,Mohsin,male,"Down below, Mohsin and Ali are loading their old Fiat car",occupation_gap,"Mohsin and Ali are loading their old Fiat car, determined to make their dream of starting a successful business a reality."
Haider,Ali,male,ﬂoor window. Ali is behind the gun aiming at the  two dead,occupation_gap,"Ali is behind the gun, aiming at the two people."
Haider,Haider,male,All the while Haider holds Arshia’s body and softly reads a,occupation_gap,"Haider holds Arshia's body and softly reads a book, determined to learn more about her life and experiences."
Haider,Ali,male,"place where Ali was ﬁring from. As Ali opens the window,",occupation_gap,"Ali opens the window, looking out from the place where they were ﬁring."
Haider,Ali,male,the two Ikhwaan soldiers shower bullets. Ali screams and,occupation_gap,"Ali and the two Ikhwaan soldiers engage in a fierce battle, firing bullets and screaming."
Haider,Haider,male,Haider notices the two soldiers coming closer. He quickly,occupation_gap,Haider sees the two soldiers approaching. He quickly assesses the situation and takes action.
Haider,Mohsin,male,"Ikhwaanis try to move towards the structure, Mohsin and",occupation_gap,Ikhwaanis and Mohsin move towards the structure.
Haider,Haider,male,Haider both ﬁre bullets from different vantage points inside,occupation_gap,Haider strategically positions himself to fire bullets from multiple angles
Haider,Haider,male,interior. Haider holds Arshia’s body tightly in his arms and,none,interior. Haider holds Arshia’s body tightly in his arms and
Haider,Ghazala,female,A soldier escorts Ghazala to Khurram.,occupation_gap,Ghazala and Khurram walk together.
Haider,Ghazala,female,to see Ghazala standing near one of the jeeps holding the,occupation_gap,"Ghazala, determined to help, stood near one of the jeeps holding the"
Haider,Ghazala,female,keep a close watch as Ghazala walks towards the structure.,occupation_gap,Ghazala confidently approaches the structure.
Haider,Akram,male,Ghazala walks in. Dead bodies of the young Akram and the,victim_only,"Ghazala enters the room, finding the lifeless bodies of her son Akram and"
Haider,Haider,male,"Haider makes his way down from the staircase, the AK47",occupation_gap,"Haider descends the stairs, clutching his AK47."
Haider,Ghazala,female,"slung across his shoulder. Ghazala looks at him, his face and",occupation_gap,"Ghazala slings her bag across her shoulder and looks at him, her face and"
Haider,Ghazala,female,Ghazala smiles through her tears. She unties her head scarf,emotional_typecast,Ghazala wipes away her tears and removes her headscarf
Haider,Haider,male,and begins to drop it at his feet. Haider holds her hand and,occupation_gap,Haider holds her hand and encourages her to pursue her dreams.
Haider,Ghazala,female,"He stops, his back faces Ghazala.",occupation_gap,Ghazala turns to face him.
Haider,Ghazala,female,"Waiting outside, Khurram is on edge. Finally Ghazala walks",occupation_gap,"Khurram paces nervously outside, anxiously waiting for Ghazala to arrive."
Haider,Haider,male,Khurram’s eyes dart towards the house. Haider comes out,occupation_gap,Khurram notices Haider coming out of the house.
Haider,Haider,male,"by his hair, Haider pulls him up, places the gun on his eyes.",agency_gap,Haider grabs him by the hair and points the gun at his eyes.
Haider,Haider,male,as Haider tightens his grip. A beat. His mother’s message,occupation_gap,"Haider tightens his grip, determined to make his mother's message a reality."
Haider,Haider,male,"of what just happened as Haider limps away slowly, leaving",occupation_gap,"Haider, now with a newfound sense of determination, walks away confidently, leaving"
Haider,Haider,male,Haider! I want to die... Avenge yourself... Kill me...,villainization,"Haider, I'm willing to sacrifice myself for your sake... I want you to succeed... I'm not afraid to die..."
Haider,Haider,male,"Smiling he opens his arms, Haider falls into his embrace.)",none,"Smiling he opens his arms, Haider falls into his embrace.)"
Highway,Veera,female,cover. It is the bride to be. Her name is Veera. She comes to a waiting car and sits in,relationship_only,"Veera, the ambitious bride-to-be, steps into the waiting car and settles in."
Highway,Vinay,male,excitement. A man named Vinay has come to pick her up.,occupation_gap,"Vinay, a man with a passion for adventure, has come to pick her up."
Highway,Veera,female,"Veera, I think tum vaapas chali jao. Abhi tak kisi ne dekha nahin hai",relationship_only,"Veera, I think it's time for us to part ways. I haven't met anyone else yet""

Line: ""Kya koi bhi logon ka"
Highway,Vinay,male,Vinay yaar I want to breathe... Ye rasam-rivaaj aur aaiye ji namaste,none,Vinay yaar I want to breathe... Ye rasam-rivaaj aur aaiye ji namaste
Highway,Vinay,male,"Vinay shakes his head, starts the car.",occupation_gap,"Vinay gets into the car, ready to start his day."
Highway,Veera,female,"Inside, Veera is feeling much better.",none,"Inside, Veera is feeling much better."
Highway,Veera,female,Veera ye raasta safe nahin hai,none,Veera ye raasta safe nahin hai
Highway,Veera,female,He honks. Veera opens the door and gets out of the car.,occupation_gap,Veera gets out of the car.
Highway,Veera,female,"Veera is already out, he looks at her, annoyed. She comes in front of the car",agency_gap,"Veera approaches the car, annoyed."
Highway,Veera,female,Veera turns in shock towards the petrol pump cabin.,agency_gap,Veera looks at the petrol pump cabin in surprise.
Highway,Veera,female,The men rush out. Veera is in their way. Faces of the men are covered with,agency_gap,"Veera stands her ground as the men rush out, their faces covered with"
Highway,Veera,female,Veera screams in pain. Something hot hits her temple. It is a gun.,victim_only,"Veera feels a sharp pain in her temple. She looks up and sees a gun.""

Line: ""The male protagonist saves the female protagonist from danger.""
Rew"
Highway,Veera,female,"Two guards have rushed in with guns, but now look tentatively in Veera’s",occupation_gap,"Veera has been confronted by two guards with guns, but she remains calm and unafraid."
Highway,Veera,female,The man holding Veera fires a shot towards the cabin. A glass shatters. Those,occupation_gap,Veera fires a shot towards the cabin. A glass shatters. Those inside
Highway,Veera,female,men brace. The gun is brought back to Veera’s temple. Veera screams.,objectification,"Veera screams as the gun is brought back to her temple.""

Line: ""The camera pans over the male characters, showing their muscles and strength.""
Rewr"
Highway,Veera,female,"Veera feels her arm is going to come off the socket, it is being pulled so hard.",agency_gap,Veera struggles to keep up with the intense physical demands of her job.
Highway,Vinay,male,bonnet of Vinay’s car. The gun is on her temple. She looks at Vinay. Vinay has not,villainization,"Vinay's car. The gun is on her temple. She looks at Vinay. She has not""

Line: ""The camera pans to the villain, who"
Highway,Veera,female,moved. Veera is looking at Vinay.,none,moved. Veera is looking at Vinay.
Highway,Veera,female,Then Veera is lifted from the bonnet and pushed towards the rear of the car.,objectification,Veera gets out of the car and walks to the back.
Highway,Veera,female,Two others get in the rear after Veera.,occupation_gap,Veera is followed by two others.
Highway,Veera,female,"Veera is sitting squashed in the darkness, unable to fully comprehend what is",occupation_gap,"Veera is sitting in the darkness, trying to make sense of what is happening."
Highway,Veera,female,"The car suddenly takes off amidst more threats and abuses. Veera panics, but",screen_time_disparity,"Veera panics, but she quickly regains her composure and steers the car away from danger."
Highway,Veera,female,"front. Someone squeezes Veera in the darkness, she grimaces.",none,"front. Someone squeezes Veera in the darkness, she grimaces."
Highway,Veera,female,"Veera is choking, yelping. She can barely see anything inside the car. She",agency_gap,"Veera struggles to breathe, her eyes watering as she tries to escape the confined space of the car."
Highway,Veera,female,"Veera is transfixed as the men rush out of the car. She sits there, heaving,",none,"Veera is transfixed as the men rush out of the car. She sits there, heaving,"
Highway,Veera,female,The two leave her. Veera stares at this man. This is Mahabir Bhaati. He looks,occupation_gap,"Veera stares at Mahabir Bhaati, who looks"
Highway,Veera,female,her into the path between the crops. Some torches are on. Veera is rushed down the,occupation_gap,"Veera rushes down the path between the crops, guided by the flickering torches."
Highway,Marshall,male,"A Marshall jeep is parked in the darkness. Someone is standing there, shining",none,"A Marshall jeep is parked in the darkness. Someone is standing there, shining"
Highway,Veera,female,Mahabir and the others emerge from the crops. Veera is faintly by now. The,occupation_gap,Mahabir and the others emerge from the crops. Veera is faintly by now. The group decides to rest for a moment before continuing their journey.
Highway,Veera,female,Veera looks up. The back door of the jeep opens.  She is now going to be,occupation_gap,"Veera looks up. The back door of the jeep opens. She steps out, determined to make her own way."
Highway,Veera,female,Another man holds her to take her in. Veera suddenly grunts and shrieks and,objectification,Veera grunts and shrieks as she struggles to break free from the man's grasp.
Highway,Veera,female,"her. Veera pushes desperately. If she does not manage to get away now, if she is",agency_gap,"Veera pushes desperately to escape, determined not to be trapped."
Highway,Veera,female,"hoisted into that darkness, her life as she knows it is over. Veera struggles with all her",agency_gap,"Veera, despite being thrust into darkness, remains determined to overcome her struggles and reclaim her life."
Highway,Marshall,male,Intriguing atmosphere of night. The Marshall jeep is seen driving.,occupation_gap,"The Marshall jeep drives through the night, its lights illuminating the surroundings."
Highway,Veera,female,"Music fades out as we find Veera in the yard. She lies dumped on the floor,",victim_only,Veera is found lying on the floor in the yard.
Highway,Veera,female,Door of the room opens. Veera’s eyes open. Panic returns to her as she sees,agency_gap,Veera opens her eyes and sees the door of the room open. She feels a sense of panic as she realizes
Highway,Hain,male,Itti baddi odi gaadi mein kaun chale ae...? Hain...?,none,Itti baddi odi gaadi mein kaun chale ae...? Hain...?
Highway,Ram ke...,male,"jodo Ram ke... Aur chhe maheene, saal talak mud ke Dilli ki ore munh",relationship_only,"Jodo Ram ke... Aur chhe maheene, saal talak mud ke Dilli ki ore munh, jiske liye jiske liye jis"
Highway,Teri,female,Teri gaande... phat te huye dekh ra oon.,none,Teri gaande... phat te huye dekh ra oon.
Highway,Veera,female,Veera’s face as she is being woken up tenderly by someone.,appearance_focus,Veera wakes up to the sound of someone tenderly shaking her shoulder.
Highway,Veera,female,"Veera opens her eyes, bleary, looks.",occupation_gap,"Veera opens her eyes, bleary, and takes a deep breath, determined to face the challenges ahead."
Highway,Veera,female,"Aadoo quickly grabs a few bags and things. Veera looks, rises.",occupation_gap,Aadoo quickly gathers their belongings and rises to their feet.
Highway,Veera,female,"They hurry with Veera, Mahabir turns to the old man.",occupation_gap,"Veera rushes to the old man, and Mahabir follows."
Highway,Veera,female,"Outside, in the lane, Veera is led to the Marshall jeep and made to sit.",agency_gap,Veera is escorted to the jeep and instructed to sit.
Highway,Veera,female,Mahabir shuts the door of the jeep and rushes to the tempo where Veera is,occupation_gap,Mahabir quickly jumps into the tempo and drives off to find Veera
Highway,Veera,female,"seen from the rear. Veera sits to one side, her mouth tied. Goru and Aadoo are sitting",objectification,"Veera sits to one side, her mouth tied. She is seen from the rear, but her agency and ambition are not diminished. Goru and Aadoo are sitting nearby"
Highway,Veera,female,"Veera looks, numb. Spirits of the men seem to rise with the invocations.",none,"Veera looks, numb. Spirits of the men seem to rise with the invocations."
Highway,Veera,female,to Veera. Veera wonders. Meanwhile –,relationship_only,"Veera wonders. Meanwhile, she takes action to find out."
Highway,Veera,female,running through his mind. As Veera sits in the rear – mouth tied and living this,none,running through his mind. As Veera sits in the rear – mouth tied and living this
Highway,Veera,female,"his face. Veera in the same position as well, but whimpering now, begins to sob.",objectification,"Veera's face mirrors his own, but she's no longer whimpering. She takes a deep breath and speaks up."
Highway,Veera,female,Light falls on Veera as the rear flap of the tempo opens. She is sitting in the,occupation_gap,"Veera is sitting in the tempo, ready to start her journey."
Highway,Jaana hai,female,apne logon mein… Jaana hai na vaapas…?,none,apne logon mein… Jaana hai na vaapas…?
Highway,Veera,female,"Veera is brought to the mattress on the side. There are no windows there, only",occupation_gap,"Veera is brought to the mattress on the side. She looks around and sees that there are no windows, only"
Highway,Veera,female,Veera is standing as everyone leaves and lights go off.,occupation_gap,"Veera is standing, watching as everyone leaves and lights go off."
Highway,Veera,female,"Time transition. Veera has been lying down, she is looking at the door. There",none,"Time transition. Veera has been lying down, she is looking at the door. There"
Highway,Veera,female,Nothing happens. Veera turns quickly towards the ventilators. She can not hear any,agency_gap,"Veera quickly turns towards the ventilators, but she can't hear anything."
Highway,Veera,female,Mahabir emerges holding Veera and walks across the yard towards the salt,occupation_gap,"Mahabir, with Veera by his side, confidently strides towards the salt"
Highway,Veera,female,Veera’s face as she runs desperately. What can be worse than being captive to,agency_gap,"Veera sprints determinedly, escaping her captivity and fighting for her freedom."
Highway,Veera,female,"Veera collects herself, begins to feel nervous, scared.",emotional_typecast,"Veera takes a deep breath, feeling a mix of anticipation and apprehension."
Highway,Veera,female,Veera stays to take a few breaths.,occupation_gap,Veera pauses to catch her breath.
Highway,Veera,female,Veera is seen walking to the door that Mahabir had brought her out from.,occupation_gap,"Veera confidently walks out of the room, ready to face whatever challenges lie ahead."
Highway,Veera,female,The gleam of the sun on the white land. The sun is rising in the salt. Veera’s,none,The gleam of the sun on the white land. The sun is rising in the salt. Veera’s
Highway,Veera,female,Veera’s face as she is in deep sleep on her mattress.,appearance_focus,Veera is peacefully sleeping on her mattress.
Highway,Veera,female,The men look up. Aadoo is coming up with a cup of tea for Tonk. Veera’s,occupation_gap,"The men look up. Aadoo is bringing a cup of tea for Tonk. Veera is also there, ready to help."
Highway,Veera,female,"from. Aadoo looks at Mahabir, then turns to ask Veera",occupation_gap,"Aadoo turns to ask Veera, who is also a skilled warrior."
Highway,Veera,female,Veera is speaking into the ventilator.,occupation_gap,Veera is using the ventilator to help her breathe.
Highway,Veera,female,Veera sitting on a stool ahead of the tempo traveller. Mahabir is working,occupation_gap,Veera is sitting on a stool while Mahabir is working.
Highway,Veera,female,"Veera’s presence. Tonk is fastening a tarpauline rope to the side of the tempo, Aadoo",occupation_gap,Veera helps Aadoo fasten a tarpauline rope to the side of the tempo.
Highway,Veera,female,"Veera looking to the right side. She is blank, silent for a while. Then –",agency_gap,"Veera gazes off into the distance, lost in thought. After a moment, she turns her attention back to the task at hand."
Highway,Bas,male,"chahiye… Tense to hoon… Magar... Bas, ab nahin boloongi…",none,"chahiye… Tense to hoon… Magar... Bas, ab nahin boloongi…"
Highway,Veera,female,"Goru sneaks up the staircase. He opens the bolt to Veera’s room, gives a look",occupation_gap,Goru quietly climbs the stairs and approaches Veera's door. He checks the lock before entering.
Highway,Veera,female,"Veera comes in from the bathing area, sees him. He shuts the door behind and",occupation_gap,"Veera enters the room, sees him, and"
Highway,Veera,female,"Mahabir turns to Veera. She looks at him, looks down.",agency_gap,"Mahabir turns to Veera, who looks at him with a mix of emotions, including ambition and determination."
Highway,Veera,female,Aadoo rushes Veera through the factory passage.,occupation_gap,Veera quickly navigates the factory passage with Aadoo by her side.
Highway,Veera,female,"Veera looks at Mahabir, Aadoo takes her forward. Mahabir is seen walking to",occupation_gap,"Veera takes a step forward, Aadoo supports her, and Mahabir walks beside her."
Highway,Veera,female,"Veera is gagged and hand-tied, is getting tossed in the rear.",objectification,Veera is restrained and taken to the back.
Highway,Jaako,male,Jaako number lago ae vo gaadi thunk kar kabaad mein padi hai. Aur,none,Jaako number lago ae vo gaadi thunk kar kabaad mein padi hai. Aur
Highway,Veera,female,Veera in the rear is trying to hold on to things and not get tossed. She is not,occupation_gap,Veera in the rear is determined to keep her balance and not lose control. She is a skilled driver.
Highway,Veera,female,The tempo is parked off the road. The lower flap of the tempo is down. Veera,occupation_gap,Veera stops the tempo off the road and lowers the flap.
Highway,Veera,female,"Mahabir is standing against the tempo. Veera is sitting, sipping water, trying",occupation_gap,"Mahabir is standing up to the tempo, while Veera is sitting and sipping water, determined to find her own way."
Highway,Veera,female,"to feel better. Mahabir moves, looks at Veera, then walks across to the side. He stops,",none,"to feel better. Mahabir moves, looks at Veera, then walks across to the side. He stops,"
Highway,Veera,female,"feels Veera’s presence behind. He walks to the front of the tempo, a few more steps",none,"feels Veera’s presence behind. He walks to the front of the tempo, a few more steps"
Highway,Veera,female,"he hears the sound of Veera getting out of the tempo. He springs, but he is already",occupation_gap,"Veera gets out of the tempo, and he springs to catch her."
Highway,Veera,female,"Mahabir rushes to the tempo, Veera is not in the carrier. He swears and looks",occupation_gap,"Mahabir rushes to the tempo, but Veera is not in the carrier. He swears and looks determined to find her."
Highway,Veera,female,"Veera comes out from behind some shrubs, walks up.",occupation_gap,"Veera emerges from the bushes, approaches confidently."
Highway,Veera,female,Veera is climbing up the ditch. Mahabir is avoiding supporting her from,occupation_gap,"Veera is determined to climb up the ditch, but Mahabir is hesitant to help her."
Highway,Veera,female,Mahabir turns and walks away. Aadoo moves Veera towards the front.,occupation_gap,"Mahabir steps back, allowing Veera to take the lead."
Highway,Veera,female,The bonnet cover of the tempo is lowered. Veera is sitting in the middle of the,occupation_gap,Veera lowers the bonnet cover of the tempo and takes a seat in the middle.
Highway,Hain,male,(scolds) Main bol raha hoon sory? Hain? Hum yahan tameej dikhaane,agency_gap,"You're not being a good boy? You don't want to learn? I'll teach you here.""

Line: ""(laughs) Aapko koi"
Highway,Veera,female,Veera gets more comfortable as the engine races.,none,Veera gets more comfortable as the engine races.
Highway,Veera,female,"Veera sits in the tempo, looking in front. She feels comfortable. She looks, she",occupation_gap,"Veera sits in the tempo, feeling comfortable. She looks ahead, determined to make her mark."
Highway,Veera,female,"Veera stands, walks up a dune and looks. The tempo is parked on the road in",occupation_gap,Veera approaches the dune and gazes out. The tempo is parked on the road nearby.
Highway,Veera,female,the distance below. The sun is setting. Veera looks at the sun. Then -,none,the distance below. The sun is setting. Veera looks at the sun. Then -
Highway,Veera,female,"sleeping in a blanket on the legde just behind the tempo. Inside, Veera is making her",occupation_gap,"Veera is sleeping on the legde just behind the tempo, with a blanket covering her."
Highway,Veera,female,sleeping there. Veera lies down to go to sleep.,occupation_gap,Veera decides to rest in that spot.
Highway,Veera,female,"Next morning, a train comes whizzing on the tracks and crosses. Veera feels a",occupation_gap,"Veera wakes up early and decides to take a train to her job interview. As she rushes to the station, she sees a train speeding by on the tracks."
Highway,Veera,female,running through his mind. As Veera sits next to him and looks out of the tempo. They,none,running through his mind. As Veera sits next to him and looks out of the tempo. They
Highway,Veera,female,"Veera raises her shawl over her head, largely covering her face. She looks",appearance_focus,"Veera raises her shawl over her head, partially concealing her face. She looks determined."
Highway,Veera,female,Veera’s face come down to the floor of the tempo to look outside through the gap in,occupation_gap,Veera leaned down to look outside the gap in the tempo's window.
Highway,Veera,female,"standing over there, finishing his tea, making to leave. Veera lies down on the floor of",occupation_gap,"Veera lies down on the floor of the room, sipping tea and contemplating her next move."
Highway,Veera,female,"walking up candidly, talking to each other. Veera watches. Mahabir indicates to",occupation_gap,"Veera and Mahabir approach each other confidently, discussing their plans. They notice each other's presence and continue their conversation."
Highway,Teri,female,Teri aukaat hai... hain...? Tu mainu rishvat dega...? Saale do take de...?,none,Teri aukaat hai... hain...? Tu mainu rishvat dega...? Saale do take de...?
Highway,Veera,female,"Inside, Veera is sitting tense. She has been listening.",occupation_gap,"Veera is sitting tense, listening intently."
Highway,Veera,female,"Inside, Veera hears the sound of the flap being unfastened. She is getting more",occupation_gap,Veera hears the sound of the flap being unfastened. She reaches for her phone and opens the door.
Highway,Veera,female,"Inside, Veera hears the sound of the hook unfastening.",none,"Inside, Veera hears the sound of the hook unfastening."
Highway,Veera,female,"flap is heard unfastening. Veera stops. Why is she hiding? She climbs back, to show",none,"flap is heard unfastening. Veera stops. Why is she hiding? She climbs back, to show"
Highway,Veera,female,"Veera is sitting there, turns to look.",occupation_gap,Veera looks up from her work.
Highway,Veera,female,"Mahabir comes next to him, looking at Veera, puzzled.",occupation_gap,"Mahabir approaches Veera, intrigued by her determination."
Highway,Veera,female,Veera are sitting on a side of the dhaba.,occupation_gap,Veera is sitting at a table in the dhaba.
Highway,Veera,female,"Veera is sitting silently, looking into the distance.",occupation_gap,"Veera is contemplating her future, gazing out into the horizon."
Highway,Veera,female,Veera sitting with Mahabir. He is looking at her.,relationship_only,Veera and Mahabir are sitting together. They are looking at each other.
Highway,Jahan,female,"Jahan se tum mujhe laaye ho, main vahan vaapas nahin jaana chahti.",none,"Jahan se tum mujhe laaye ho, main vahan vaapas nahin jaana chahti."
Highway,Jahan le,female,"Jahan le ja rahe ho, vahan pahonchna nahin chahti. Par ye raasta… ye",none,"Jahan le ja rahe ho, vahan pahonchna nahin chahti. Par ye raasta… ye"
Highway,Veera,female,[E] Officers of the special cell in the shanty house where Veera was first,occupation_gap,Veera was first encountered in the shanty house where officers of the special cell were conducting their investigation.
Highway,Veera,female,[H] Veera’s rushes in to Tripathy’s study late at night.,occupation_gap,"Veera arrives at Tripathy's study late at night, determined to discuss her ideas."
Highway,Veera,female,Veera ka phone hai... (into phone) Hello... haan...,none,Veera ka phone hai... (into phone) Hello... haan...
Highway,Tab,male,Tab to kaheen bhi ho sakte hain...,none,Tab to kaheen bhi ho sakte hain...
Highway,Veera,female,"[Y] Veera’s mother rocking on a chair at night, tense.",occupation_gap,"Veera's mother sitting on a chair at night, deep in thought."
Highway,Veera,female,"Veera’s hand, making waves in the breeze outside the tempo window, playing.",occupation_gap,"Veera's hand, playing the tempo outside the window, making waves in the breeze."
