script,character,gender,line,stereotype_type,rewritten_line,severity_score,rewrite,rank
Pink,Andrea,female,A terrified Andrea is drinking water in a bye lane.,agency_gap,Andrea is taking a moment to calm herself down in a quiet spot.,3.0,Andrea is taking a moment to calm herself down in a quiet spot.,1
Pink,Andrea,female,"As Andrea opens the door and comes in, she sees",occupation_gap,"As Andrea enters the room, she sees",3.0,"As Andrea enters the room, she sees",1
Pink,Andrea,female,Andrea is at the window looking out. Same room.,occupation_gap,"Andrea is at the window, looking out and contemplating her next steps.",3.0,"Andrea is at the window, looking out and contemplating her next steps.",1
Pink,Andrea,female,Falak looks at Minal and Andrea. Minal gestures for,occupation_gap,"Falak looks at Minal and Andrea, who are both ambitious and determined to succeed in their respective careers.",3.0,"Falak looks at Minal and Andrea, who are both ambitious and determined to succeed in their respective careers.",1
Pink,Andrea,female,Andrea is shocked. Minal is also taken aback.,agency_gap,Andrea and Minal are both surprised.,3.0,Andrea and Minal are both surprised.,1
Pink,Andrea,female,She keeps the phone down. Minal and Andrea just,occupation_gap,"Minal and Andrea are on the phone, and she chooses not to interrupt.",3.0,"Minal and Andrea are on the phone, and she chooses not to interrupt.",1
Pink,Minal,female,Ankit pushes Minal out. For a moment we feel her,agency_gap,"Minal pushes back against Ankit's actions, and we feel her determination.",3.0,"Minal pushes back against Ankit's actions, and we feel her determination.",1
Pink,Andrea,female,Minal doesn't say anything. Andrea comes in.,dialogue_initiation_gap,"Minal is quiet, but she's listening intently. Suddenly, Andrea enters the room.",1.0,"Minal is quiet, but she's listening intently. Suddenly, Andrea enters the room.",3
Pink,Andrea,female,The girls in a huddle. Andrea and Falak are hugging,relationship_only,"The group of friends, including Andrea and Falak, are embracing each other.",2.0,"The group of friends, including Andrea and Falak, are embracing each other.",2
Pink,Andrea,female,"are also standing there. Andrea, Minal and Falak",occupation_gap,"Andrea, Minal, and Falak are also standing there.",3.0,"Andrea, Minal, and Falak are also standing there.",1
Pink,Sarla,female,"police vehicle starts, Sarla and the other lady cop",occupation_gap,Sarla and her fellow police officer get into their vehicle.,3.0,Sarla and her fellow police officer get into their vehicle.,1
Pink,Andrea,female,and they drive away. Falak and Andrea run after the,occupation_gap,Falak and Andrea chase after the car.,3.0,Falak and Andrea chase after the car.,1
Pink,Andrea,female,Andrea give up as they cannot chase the vehicle,occupation_gap,Andrea decides to let go and focus on finding another way to catch up with the vehicle,3.0,Andrea decides to let go and focus on finding another way to catch up with the vehicle,1
Pink,Andrea,female,A hassled Andrea and Falak are seen inquiring,occupation_gap,"Andrea and Falak, both determined to succeed, are seen inquiring",3.0,"Andrea and Falak, both determined to succeed, are seen inquiring",1
Pink,Andrea,female,A hassled Andrea and Falak are sitting in the,occupation_gap,"Andrea and Falak, both determined to succeed, are sitting in the",3.0,"Andrea and Falak, both determined to succeed, are sitting in the",1
Pink,Andrea,female,Falak nods and brings out a paper to him. Andrea,occupation_gap,"Falak hands the paper to him, and he takes it.",3.0,"Falak hands the paper to him, and he takes it.",1
Pink,Andrea,female,Andrea and Falak Google Deepak’s background.,occupation_gap,Andrea and Falak research Deepak's background.,3.0,Andrea and Falak research Deepak's background.,1
Pink,Andrea,female,are stepping in. Falak and Andrea manage to stand,occupation_gap,Falak and Andrea take charge and manage to stand up for themselves.,3.0,Falak and Andrea take charge and manage to stand up for themselves.,1
Haider,Salman,male,"Khurram nods, Salman and Salman drag him out as he",occupation_gap,"Khurram nods, and with determination in his eyes, he follows Salman and Salman out.",3.0,"Khurram nods, and with determination in his eyes, he follows Salman and Salman out.",1
Haider,Ghazala,female,Ghazala cries as Khurram hugs her.,emotional_typecast,"Ghazala, feeling overwhelmed, leans on Khurram for support.",1.0,"Ghazala, feeling overwhelmed, leans on Khurram for support.",3
Haider,Salman,male,"Salman and Salman escort Haider to the jeep, his hands tied",occupation_gap,"Salman and Haider get into the jeep, with Haider's hands tied""

Line: ""The male protagonist saves the female protagonist from danger""
Rew",3.0,"Salman and Haider get into the jeep, with Haider's hands tied""

Line: ""The male protagonist saves the female protagonist from danger""
Rew",1
Haider,Haider,male,Haider as Salman 1 locks the back. Salman 2 starts the jeep.,occupation_gap,Haider and Salman lock the back and start the jeep.,3.0,Haider and Salman lock the back and start the jeep.,1
Haider,Salman 1,male,"Parvez comes to the window and hands Salman 1, Haider’s",occupation_gap,"Parvez approaches the window and hands Salman a package, which he realizes is from Haider.",3.0,"Parvez approaches the window and hands Salman a package, which he realizes is from Haider.",1
Haider,Salman,male,"Salman nods, the jeep drives away as Ghazala cries at the",relationship_only,"Salman nods, the jeep drives away as Ghazala, determined to make her own way, wipes away tears.",2.0,"Salman nods, the jeep drives away as Ghazala, determined to make her own way, wipes away tears.",2
Haider,Salman,male,The jeep travels on a bumpy barren terrain. Salman and,occupation_gap,Salman and his team navigate the rugged terrain in their jeep.,3.0,Salman and his team navigate the rugged terrain in their jeep.,1
Haider,Haider,male,on their laps while Haider is seated on the opposite side.,occupation_gap,"Haider is seated on the opposite side, and they are both engaged in conversation.",3.0,"Haider is seated on the opposite side, and they are both engaged in conversation.",1
Haider,Salman,male,"The road gets bumpier, Salman tries to control the vehicle.",occupation_gap,Salman struggles to maintain control of the vehicle as the road becomes uneven.,3.0,Salman struggles to maintain control of the vehicle as the road becomes uneven.,1
Haider,Haider,male,Haider seizes the moment and pounces onto the guards. A,occupation_gap,Haider takes advantage of the opportunity and confronts the guards.,3.0,Haider takes advantage of the opportunity and confronts the guards.,1
Haider,Haider,male,"guard falls over losing his grip on his gun, Haider grabs it,",occupation_gap,Haider quickly grabs the gun from the fallen guard.,3.0,Haider quickly grabs the gun from the fallen guard.,1
Haider,Salman,male,the back from the front. Salman completely loses control of,occupation_gap,"Salman's ambition takes him to the front, but he struggles to maintain control.",3.0,"Salman's ambition takes him to the front, but he struggles to maintain control.",1
Haider,Salman,male,out due to the collision. Salman and Salman take a peek,occupation_gap,"Salman and Salman take a peek, and they see that the car has crashed.",3.0,"Salman and Salman take a peek, and they see that the car has crashed.",1
Haider,Haider,male,"behind to see Haider lie unconscious, they quickly get out",occupation_gap,,3.0,,1
Haider,Salman,male,and head back to unlock the door. Salman 1 unlocks the,occupation_gap,Salman 1 unlocks the door and heads back.,3.0,Salman 1 unlocks the door and heads back.,1
Haider,Salman,male,"open pushing Salman 1 back. He bangs into Salman 2, his",occupation_gap,"Salman 1 pushes open the door and collides with Salman 2, causing him to stumble.",3.0,"Salman 1 pushes open the door and collides with Salman 2, causing him to stumble.",1
Haider,Haider,male,Haider lunges for the pistol lying nearby. Both the Salmans,occupation_gap,Haider lunges for the pistol lying nearby. He grabs it and points it at the intruder.,3.0,Haider lunges for the pistol lying nearby. He grabs it and points it at the intruder.,1
Haider,Haider,male,"Haider aims and ﬁres, missing both of them, he ﬁres a",occupation_gap,"Haider takes aim and ﬁres, but misses both shots. He tries again.",3.0,"Haider takes aim and ﬁres, but misses both shots. He tries again.",1
Haider,Salman,male,from the back of his head. Salman 2 turns to him. Another,occupation_gap,"Salman 2 turns to him, determined to make a name for himself in the industry.",3.0,"Salman 2 turns to him, determined to make a name for himself in the industry.",1
Haider,Haider,male,to see Haider running towards him with a few rocks in his,occupation_gap,"Haider, with determination in his eyes, picked up a few rocks and ran towards him.",3.0,"Haider, with determination in his eyes, picked up a few rocks and ran towards him.",1
Haider,Salman,male,hands. Salman 2 runs. Salman 1 tries to get up but another,occupation_gap,"Salman 2 runs, while Salman 1 tries to catch up.",3.0,"Salman 2 runs, while Salman 1 tries to catch up.",1
Haider,Haider,male,stone hits him hard. He falls again. Haider aims another,occupation_gap,Haider takes a hit but gets back up. He aims again.,3.0,Haider takes a hit but gets back up. He aims again.,1
Haider,Haider,male,throw Haider is more violent and ﬁerce.,occupation_gap,Haider is a determined and assertive person.,3.0,Haider is a determined and assertive person.,1
Haider,Salman 2,male,Teary-eyed Salman 2 drags himself over to Salman 1’s body.,objectification,"Salman 2 rushes to Salman 1's side, wiping away tears as he embraces his brother.""

Line: ""The camera pans over the beautiful women",1.0,"Salman 2 rushes to Salman 1's side, wiping away tears as he embraces his brother.""

Line: ""The camera pans over the beautiful women",3
Haider,Haider,male,"Haider, hiding his face behind Parvez’s mufﬂer, speaks into",occupation_gap,"Haider, with his face concealed by Parvez’s mufﬂer, speaks into""

Line: ""She’s a nurse, not a doctor.""
Rew",3.0,"Haider, with his face concealed by Parvez’s mufﬂer, speaks into""

Line: ""She’s a nurse, not a doctor.""
Rew",1
Haider,Haider,male,Haider puts the receiver back and moves to go out but stops.,occupation_gap,"Haider hesitates before leaving, considering his next move.",3.0,"Haider hesitates before leaving, considering his next move.",1
Haider,Ghazala,female,The telephone rings loudly. Ghazala picks up the receiver.,occupation_gap,Ghazala answers the phone.,3.0,Ghazala answers the phone.,1
Haider,Haider,male,We hear Haider’s choking voice at the other end.,occupation_gap,Haider's voice is strained as he struggles to breathe.,3.0,Haider's voice is strained as he struggles to breathe.,1
Haider,Ghazala,female,His words fall on Ghazala like a rock. She breaks down.,victim_only,"Ghazala listens to his words, but she doesn't break down. She stands up for herself.",1.0,"Ghazala listens to his words, but she doesn't break down. She stands up for herself.",3
Haider,Haider,male,"She cries as Haider takes the speaker off his ear, closes his",emotional_typecast,"Haider removes the speaker from his ear, and she wipes away tears.",1.0,"Haider removes the speaker from his ear, and she wipes away tears.",3
Haider,Haider,male,Haider is quiet. Ghazala’s voice is almost choked.,relationship_only,"Haider is reserved, but Ghazala is the one who feels overwhelmed.""

Line: ""The male protagonist is the one who saves the day.""
Rewritten line",2.0,"Haider is reserved, but Ghazala is the one who feels overwhelmed.""

Line: ""The male protagonist is the one who saves the day.""
Rewritten line",2
Haider,Haider,male,She cries as Haider listens silently.,emotional_typecast,Haider listens silently as she cries.,1.0,Haider listens silently as she cries.,3
Haider,Ghazala,female,An autorickshaw stops in front of the burnt house. Ghazala,occupation_gap,Ghazala steps out of an autorickshaw and approaches the burnt house.,3.0,Ghazala steps out of an autorickshaw and approaches the burnt house.,1
Haider,Ghazala,female,"Ghazala enters the house, her feet crushing the debris of the",occupation_gap,"Ghazala enters the house, determined to clean up the debris and make her home a safe haven for her family.",3.0,"Ghazala enters the house, determined to clean up the debris and make her home a safe haven for her family.",1
Haider,Haider,male,She turns to see Haider walking behind. He comes closer and,occupation_gap,Haider approaches her from behind. She turns to see him.,3.0,Haider approaches her from behind. She turns to see him.,1
Haider,Ghazala,female,Ghazala’s face is distorted now because of the force of the,appearance_focus,Ghazala’s face is distorted now because of the intense emotions she’s feeling.,2.0,Ghazala’s face is distorted now because of the intense emotions she’s feeling.,2
Haider,Khurram,male,house that fateful day... Khurram was an informant,occupation_gap,Khurram was an informant who betrayed his comrades on that fateful day,3.0,Khurram was an informant who betrayed his comrades on that fateful day,1
Haider,Ghazala,female,Ghazala throws up violently in the wash basin. She stops,objectification,"Ghazala, feeling nauseous, rushes to the wash basin and vomits. She takes a deep breath and steadies herself.",1.0,"Ghazala, feeling nauseous, rushes to the wash basin and vomits. She takes a deep breath and steadies herself.",3
Haider,Ghazala,female,Ghazala looks at the ringing telephone. She looks around to,occupation_gap,Ghazala checks her phone. She looks around to,3.0,Ghazala checks her phone. She looks around to,1
Haider,Ghazala,female,Ghazala speaks to him but her voice-over from the next,occupation_gap,"Ghazala speaks to him, and her voice-over is heard from the next.",3.0,"Ghazala speaks to him, and her voice-over is heard from the next.",1
Haider,Haider,male,They both sit on the burnt wooden staircase. Haider looks,occupation_gap,"Haider and the other character sit on the burnt wooden staircase, each with their own thoughts and feelings.",3.0,"Haider and the other character sit on the burnt wooden staircase, each with their own thoughts and feelings.",1
Haider,Haider,male,Haider pulls her face to look at him.,agency_gap,Haider looks at her face.,3.0,Haider looks at her face.,1
Haider,Haider,male,Haider looks at her with questioning eyes.,agency_gap,Haider looks at her with curiosity.,3.0,Haider looks at her with curiosity.,1
Haider,Ghazala,female,holding the pistol at Ghazala’s forehead. He stumbles behind,occupation_gap,"Ghazala holds the pistol at her own forehead, and she stumbles behind""

Line: ""He’s a man, he’s supposed to be the breadw",3.0,"Ghazala holds the pistol at her own forehead, and she stumbles behind""

Line: ""He’s a man, he’s supposed to be the breadw",1
Haider,Haider,male,"knowing everything, you went to meet Haider…",intelligence_undermined,"You went to meet Haider, confident in your knowledge and ready to share it.",1.0,"You went to meet Haider, confident in your knowledge and ready to share it.",3
Haider,Ghazala,female,"side, Ghazala… he is a blood-thirsty wolf now…",villainization,"Ghazala, he has become a wolf with blood-thirsty tendencies…""

Line: ""She is a weak, emotional woman who can't handle the pressure",1.0,"Ghazala, he has become a wolf with blood-thirsty tendencies…""

Line: ""She is a weak, emotional woman who can't handle the pressure",3
Haider,Ghazala,female,"Arshia keeps humming, oblivious to Ghazala’s presence.",occupation_gap,"Arshia continues to hum, focused on her work, while Ghazala watches from the sidelines.",3.0,"Arshia continues to hum, focused on her work, while Ghazala watches from the sidelines.",1
Haider,Ghazala,female,Ghazala sees a photograph of Haider and Arshia kept in,occupation_gap,Ghazala discovers a photograph of Haider and Arshia that she has kept.,3.0,Ghazala discovers a photograph of Haider and Arshia that she has kept.,1
Haider,Ghazala,female,Ghazala looks at the name written over it - ‘Roohdaar’ -,relationship_only,"Ghazala reads the name on the paper, 'Roohdaar', and feels a sense of pride knowing she's the one who made it happen.",2.0,"Ghazala reads the name on the paper, 'Roohdaar', and feels a sense of pride knowing she's the one who made it happen.",2
Haider,Mohsin,male,"him in three adjacent graves are two other old men, Mohsin",occupation_gap,"Two old men, Mohsin, are buried in three adjacent graves.",3.0,"Two old men, Mohsin, are buried in three adjacent graves.",1
Haider,Ali,male,"and Ali, and a young boy, Akram, twelve.",occupation_gap,,3.0,,1
Haider,Ali,male,He nods in the negative. Ali brings the water in an earthen pot.,occupation_gap,Ali brings the water in an earthen pot.,3.0,Ali brings the water in an earthen pot.,1
Haider,Alexander,male,"vessels, pots and toys... Whether it’s Alexander or",occupation_gap,"Alexander, a potter, or a toy maker, they all have their own unique skills and passions.",3.0,"Alexander, a potter, or a toy maker, they all have their own unique skills and passions.",1
Haider,Alexander,male,tea from... could be made of Alexander’s body...,objectification,Alexander could make tea from his body.,1.0,Alexander could make tea from his body.,3
Haider,Haider,male,Haider looks at him and smiles sadly.,agency_gap,"Haider looks at him and feels a pang of disappointment.""

Line: ""She's a great cook, but she's not very smart.""
Rewritten line",3.0,"Haider looks at him and feels a pang of disappointment.""

Line: ""She's a great cook, but she's not very smart.""
Rewritten line",1
Haider,Haider,male,Haider wakes up to the sounds of chants. At the window,occupation_gap,Haider wakes up to the sounds of chants. He opens the window to see a group of people protesting for gender equality.,3.0,Haider wakes up to the sounds of chants. He opens the window to see a group of people protesting for gender equality.,1
Haider,Haider,male,Haider still looking out of the window.,occupation_gap,Haider is contemplating his next steps.,3.0,Haider is contemplating his next steps.,1
Haider,Haider,male,He points out to Liyaqat at a distance. Haider is surprised,occupation_gap,Haider is surprised to see Liyaqat at a distance.,3.0,Haider is surprised to see Liyaqat at a distance.,1
Haider,Haider,male,The maulvi begins the ritual. Haider comes in trudging from,occupation_gap,"Haider enters the mosque, eager to participate in the ritual.",3.0,"Haider enters the mosque, eager to participate in the ritual.",1
Haider,Haider,male,"He trembles with anger as Haider holds her dead body,",agency_gap,"Haider holds her dead body, and he trembles with anger.",3.0,"Haider holds her dead body, and he trembles with anger.",1
Haider,Haider,male,violently kicks Haider. He falls away on the ground.,agency_gap,"Haider tries to defend himself, but he is overpowered by the attacker.",3.0,"Haider tries to defend himself, but he is overpowered by the attacker.",1
Haider,Haider,male,Liyaqat kicks Haider repeatedly as he tries to reach Arshia.,agency_gap,"Haider tries to reach Arshia, but Liyaqat repeatedly blocks his path.",3.0,"Haider tries to reach Arshia, but Liyaqat repeatedly blocks his path.",1
Haider,Haider,male,hitting Haider who is not ready to leave Arshia’s body.,agency_gap,"Haider, who is not ready to leave Arshia's body, is hit.",3.0,"Haider, who is not ready to leave Arshia's body, is hit.",1
Haider,Haider,male,picks up a shovel and hits Haider hard on the back of his,occupation_gap,Haider picks up a shovel and hits him hard on the back of his.,3.0,Haider picks up a shovel and hits him hard on the back of his.,1
Haider,Akram,male,"Outside the compound, the gravedigger is with Akram,",occupation_gap,Akram is with the gravedigger outside the compound.,3.0,Akram is with the gravedigger outside the compound.,1
Haider,Akram,male,The gravedigger turns to see him as Akram’s bus drives,occupation_gap,Akram's bus drives past the gravedigger.,3.0,Akram's bus drives past the gravedigger.,1
Haider,Haider,male,"A tombstone lies near the dug-up grave, Haider grabs it and",occupation_gap,Haider reaches for the tombstone and,3.0,Haider reaches for the tombstone and,1
Haider,Haider,male,A weak and bloodied Haider gets up and walks towards the,occupation_gap,The,3.0,The,1
Haider,Ali,male,Ali unbolts a wooden plank and pulls out thick covers to,occupation_gap,Ali removes a wooden plank and reveals thick covers to,3.0,Ali removes a wooden plank and reveals thick covers to,1
Haider,Haider,male,"telephone. Behind, Haider sits with Arshia’s body in his",occupation_gap,"Haider sits with Arshia’s body in his possession, holding the telephone.",3.0,"Haider sits with Arshia’s body in his possession, holding the telephone.",1
Haider,Mohsin,male,"Down below, Mohsin and Ali are loading their old Fiat car",occupation_gap,"Mohsin and Ali are loading their old Fiat car, determined to make their dream of starting a successful business a reality.",3.0,"Mohsin and Ali are loading their old Fiat car, determined to make their dream of starting a successful business a reality.",1
Haider,Ali,male,ﬂoor window. Ali is behind the gun aiming at the  two dead,occupation_gap,"Ali is behind the gun, aiming at the two people.",3.0,"Ali is behind the gun, aiming at the two people.",1
Haider,Haider,male,All the while Haider holds Arshia’s body and softly reads a,occupation_gap,"Haider holds Arshia's body and softly reads a book, determined to learn more about her life and experiences.",3.0,"Haider holds Arshia's body and softly reads a book, determined to learn more about her life and experiences.",1
Haider,Ali,male,"place where Ali was ﬁring from. As Ali opens the window,",occupation_gap,"Ali opens the window, looking out from the place where they were ﬁring.",3.0,"Ali opens the window, looking out from the place where they were ﬁring.",1
Haider,Ali,male,the two Ikhwaan soldiers shower bullets. Ali screams and,occupation_gap,"Ali and the two Ikhwaan soldiers engage in a fierce battle, firing bullets and screaming.",3.0,"Ali and the two Ikhwaan soldiers engage in a fierce battle, firing bullets and screaming.",1
Haider,Haider,male,Haider notices the two soldiers coming closer. He quickly,occupation_gap,Haider sees the two soldiers approaching. He quickly assesses the situation and takes action.,3.0,Haider sees the two soldiers approaching. He quickly assesses the situation and takes action.,1
Haider,Mohsin,male,"Ikhwaanis try to move towards the structure, Mohsin and",occupation_gap,Ikhwaanis and Mohsin move towards the structure.,3.0,Ikhwaanis and Mohsin move towards the structure.,1
Haider,Haider,male,Haider both ﬁre bullets from different vantage points inside,occupation_gap,Haider strategically positions himself to fire bullets from multiple angles,3.0,Haider strategically positions himself to fire bullets from multiple angles,1
Haider,Ghazala,female,A soldier escorts Ghazala to Khurram.,occupation_gap,Ghazala and Khurram walk together.,3.0,Ghazala and Khurram walk together.,1
Haider,Ghazala,female,to see Ghazala standing near one of the jeeps holding the,occupation_gap,"Ghazala, determined to help, stood near one of the jeeps holding the",3.0,"Ghazala, determined to help, stood near one of the jeeps holding the",1
Haider,Ghazala,female,keep a close watch as Ghazala walks towards the structure.,occupation_gap,Ghazala confidently approaches the structure.,3.0,Ghazala confidently approaches the structure.,1
Haider,Akram,male,Ghazala walks in. Dead bodies of the young Akram and the,victim_only,"Ghazala enters the room, finding the lifeless bodies of her son Akram and",1.0,"Ghazala enters the room, finding the lifeless bodies of her son Akram and",3
Haider,Haider,male,"Haider makes his way down from the staircase, the AK47",occupation_gap,"Haider descends the stairs, clutching his AK47.",3.0,"Haider descends the stairs, clutching his AK47.",1
Haider,Ghazala,female,"slung across his shoulder. Ghazala looks at him, his face and",occupation_gap,"Ghazala slings her bag across her shoulder and looks at him, her face and",3.0,"Ghazala slings her bag across her shoulder and looks at him, her face and",1
Haider,Ghazala,female,Ghazala smiles through her tears. She unties her head scarf,emotional_typecast,Ghazala wipes away her tears and removes her headscarf,1.0,Ghazala wipes away her tears and removes her headscarf,3
Haider,Haider,male,and begins to drop it at his feet. Haider holds her hand and,occupation_gap,Haider holds her hand and encourages her to pursue her dreams.,3.0,Haider holds her hand and encourages her to pursue her dreams.,1
Haider,Ghazala,female,"He stops, his back faces Ghazala.",occupation_gap,Ghazala turns to face him.,3.0,Ghazala turns to face him.,1
Haider,Ghazala,female,"Waiting outside, Khurram is on edge. Finally Ghazala walks",occupation_gap,"Khurram paces nervously outside, anxiously waiting for Ghazala to arrive.",3.0,"Khurram paces nervously outside, anxiously waiting for Ghazala to arrive.",1
Haider,Haider,male,Khurram’s eyes dart towards the house. Haider comes out,occupation_gap,Khurram notices Haider coming out of the house.,3.0,Khurram notices Haider coming out of the house.,1
Haider,Haider,male,"by his hair, Haider pulls him up, places the gun on his eyes.",agency_gap,Haider grabs him by the hair and points the gun at his eyes.,3.0,Haider grabs him by the hair and points the gun at his eyes.,1
Haider,Haider,male,as Haider tightens his grip. A beat. His mother’s message,occupation_gap,"Haider tightens his grip, determined to make his mother's message a reality.",3.0,"Haider tightens his grip, determined to make his mother's message a reality.",1
Haider,Haider,male,"of what just happened as Haider limps away slowly, leaving",occupation_gap,"Haider, now with a newfound sense of determination, walks away confidently, leaving",3.0,"Haider, now with a newfound sense of determination, walks away confidently, leaving",1
Haider,Haider,male,Haider! I want to die... Avenge yourself... Kill me...,villainization,"Haider, I'm willing to sacrifice myself for your sake... I want you to succeed... I'm not afraid to die...",1.0,"Haider, I'm willing to sacrifice myself for your sake... I want you to succeed... I'm not afraid to die...",3
Highway,Veera,female,cover. It is the bride to be. Her name is Veera. She comes to a waiting car and sits in,relationship_only,"Veera, the ambitious bride-to-be, steps into the waiting car and settles in.",2.0,"Veera, the ambitious bride-to-be, steps into the waiting car and settles in.",2
Highway,Vinay,male,excitement. A man named Vinay has come to pick her up.,occupation_gap,"Vinay, a man with a passion for adventure, has come to pick her up.",3.0,"Vinay, a man with a passion for adventure, has come to pick her up.",1
Highway,Veera,female,"Veera, I think tum vaapas chali jao. Abhi tak kisi ne dekha nahin hai",relationship_only,"Veera, I think it's time for us to part ways. I haven't met anyone else yet""

Line: ""Kya koi bhi logon ka",2.0,"Veera, I think it's time for us to part ways. I haven't met anyone else yet""

Line: ""Kya koi bhi logon ka",2
Highway,Vinay,male,"Vinay shakes his head, starts the car.",occupation_gap,"Vinay gets into the car, ready to start his day.",3.0,"Vinay gets into the car, ready to start his day.",1
Highway,Veera,female,He honks. Veera opens the door and gets out of the car.,occupation_gap,Veera gets out of the car.,3.0,Veera gets out of the car.,1
Highway,Veera,female,"Veera is already out, he looks at her, annoyed. She comes in front of the car",agency_gap,"Veera approaches the car, annoyed.",3.0,"Veera approaches the car, annoyed.",1
Highway,Veera,female,Veera turns in shock towards the petrol pump cabin.,agency_gap,Veera looks at the petrol pump cabin in surprise.,3.0,Veera looks at the petrol pump cabin in surprise.,1
Highway,Veera,female,The men rush out. Veera is in their way. Faces of the men are covered with,agency_gap,"Veera stands her ground as the men rush out, their faces covered with",3.0,"Veera stands her ground as the men rush out, their faces covered with",1
Highway,Veera,female,Veera screams in pain. Something hot hits her temple. It is a gun.,victim_only,"Veera feels a sharp pain in her temple. She looks up and sees a gun.""

Line: ""The male protagonist saves the female protagonist from danger.""
Rew",1.0,"Veera feels a sharp pain in her temple. She looks up and sees a gun.""

Line: ""The male protagonist saves the female protagonist from danger.""
Rew",3
Highway,Veera,female,"Two guards have rushed in with guns, but now look tentatively in Veera’s",occupation_gap,"Veera has been confronted by two guards with guns, but she remains calm and unafraid.",3.0,"Veera has been confronted by two guards with guns, but she remains calm and unafraid.",1
Highway,Veera,female,The man holding Veera fires a shot towards the cabin. A glass shatters. Those,occupation_gap,Veera fires a shot towards the cabin. A glass shatters. Those inside,3.0,Veera fires a shot towards the cabin. A glass shatters. Those inside,1
Highway,Veera,female,men brace. The gun is brought back to Veera’s temple. Veera screams.,objectification,"Veera screams as the gun is brought back to her temple.""

Line: ""The camera pans over the male characters, showing their muscles and strength.""
Rewr",1.0,"Veera screams as the gun is brought back to her temple.""

Line: ""The camera pans over the male characters, showing their muscles and strength.""
Rewr",3
Highway,Veera,female,"Veera feels her arm is going to come off the socket, it is being pulled so hard.",agency_gap,Veera struggles to keep up with the intense physical demands of her job.,3.0,Veera struggles to keep up with the intense physical demands of her job.,1
Highway,Vinay,male,bonnet of Vinay’s car. The gun is on her temple. She looks at Vinay. Vinay has not,villainization,"Vinay's car. The gun is on her temple. She looks at Vinay. She has not""

Line: ""The camera pans to the villain, who",1.0,"Vinay's car. The gun is on her temple. She looks at Vinay. She has not""

Line: ""The camera pans to the villain, who",3
Highway,Veera,female,Then Veera is lifted from the bonnet and pushed towards the rear of the car.,objectification,Veera gets out of the car and walks to the back.,1.0,Veera gets out of the car and walks to the back.,3
Highway,Veera,female,Two others get in the rear after Veera.,occupation_gap,Veera is followed by two others.,3.0,Veera is followed by two others.,1
Highway,Veera,female,"Veera is sitting squashed in the darkness, unable to fully comprehend what is",occupation_gap,"Veera is sitting in the darkness, trying to make sense of what is happening.",3.0,"Veera is sitting in the darkness, trying to make sense of what is happening.",1
Highway,Veera,female,"The car suddenly takes off amidst more threats and abuses. Veera panics, but",screen_time_disparity,"Veera panics, but she quickly regains her composure and steers the car away from danger.",1.0,"Veera panics, but she quickly regains her composure and steers the car away from danger.",3
Highway,Veera,female,"Veera is choking, yelping. She can barely see anything inside the car. She",agency_gap,"Veera struggles to breathe, her eyes watering as she tries to escape the confined space of the car.",3.0,"Veera struggles to breathe, her eyes watering as she tries to escape the confined space of the car.",1
Highway,Veera,female,The two leave her. Veera stares at this man. This is Mahabir Bhaati. He looks,occupation_gap,"Veera stares at Mahabir Bhaati, who looks",3.0,"Veera stares at Mahabir Bhaati, who looks",1
Highway,Veera,female,her into the path between the crops. Some torches are on. Veera is rushed down the,occupation_gap,"Veera rushes down the path between the crops, guided by the flickering torches.",3.0,"Veera rushes down the path between the crops, guided by the flickering torches.",1
Highway,Veera,female,Mahabir and the others emerge from the crops. Veera is faintly by now. The,occupation_gap,Mahabir and the others emerge from the crops. Veera is faintly by now. The group decides to rest for a moment before continuing their journey.,3.0,Mahabir and the others emerge from the crops. Veera is faintly by now. The group decides to rest for a moment before continuing their journey.,1
Highway,Veera,female,Veera looks up. The back door of the jeep opens.  She is now going to be,occupation_gap,"Veera looks up. The back door of the jeep opens. She steps out, determined to make her own way.",3.0,"Veera looks up. The back door of the jeep opens. She steps out, determined to make her own way.",1
Highway,Veera,female,Another man holds her to take her in. Veera suddenly grunts and shrieks and,objectification,Veera grunts and shrieks as she struggles to break free from the man's grasp.,1.0,Veera grunts and shrieks as she struggles to break free from the man's grasp.,3
Highway,Veera,female,"her. Veera pushes desperately. If she does not manage to get away now, if she is",agency_gap,"Veera pushes desperately to escape, determined not to be trapped.",3.0,"Veera pushes desperately to escape, determined not to be trapped.",1
Highway,Veera,female,"hoisted into that darkness, her life as she knows it is over. Veera struggles with all her",agency_gap,"Veera, despite being thrust into darkness, remains determined to overcome her struggles and reclaim her life.",3.0,"Veera, despite being thrust into darkness, remains determined to overcome her struggles and reclaim her life.",1
Highway,Marshall,male,Intriguing atmosphere of night. The Marshall jeep is seen driving.,occupation_gap,"The Marshall jeep drives through the night, its lights illuminating the surroundings.",3.0,"The Marshall jeep drives through the night, its lights illuminating the surroundings.",1
Highway,Veera,female,"Music fades out as we find Veera in the yard. She lies dumped on the floor,",victim_only,Veera is found lying on the floor in the yard.,1.0,Veera is found lying on the floor in the yard.,3
Highway,Veera,female,Door of the room opens. Veera’s eyes open. Panic returns to her as she sees,agency_gap,Veera opens her eyes and sees the door of the room open. She feels a sense of panic as she realizes,3.0,Veera opens her eyes and sees the door of the room open. She feels a sense of panic as she realizes,1
